timestamp,node_id,gps_lat,gps_lon,pH,turbidity_NTU,dissolved_oxygen_mg_L,flow_rate_Lps,anomaly_type
2026-01-01 00:00:00,NODE_01,41.857097,-87.623471,9.066628053764038,4.055421250793916,4.021112238917288,26.436141872423313,contamination
2026-01-01 00:15:00,NODE_01,41.857097,-87.623471,6.39908051004593,2.6205380227279225,5.821345517208518,26.851406727201073,contamination
2026-01-01 00:30:00,NODE_01,41.857097,-87.623471,6.657793590506106,3.868925701517684,3.2481463845730607,27.75556519857945,contamination
2026-01-01 00:45:00,NODE_01,41.857097,-87.623471,7.958871446046477,4.007902612509118,7.782409174432654,26.10087966835051,none
2026-01-01 01:00:00,NODE_01,41.857097,-87.623471,7.040244978430556,3.993409763685828,5.480143979793056,23.786232733930614,contamination
2026-01-01 01:15:00,NODE_01,41.857097,-87.623471,6.314077469750392,4.363865762503175,3.389789773607104,23.760383260693164,contamination
2026-01-01 01:30:00,NODE_01,41.857097,-87.623471,7.714312671631406,4.425133970460173,6.245039294599062,23.677561787856188,none
2026-01-01 01:45:00,NODE_01,41.857097,-87.623471,5.483974108801343,4.063613621049694,5.59964394524726,27.35785907145469,contamination
2026-01-01 02:00:00,NODE_01,41.857097,-87.623471,7.031684050645781,4.422182857407584,4.715427490821462,24.206090338668286,contamination
2026-01-01 02:15:00,NODE_01,41.857097,-87.623471,11.563169064627823,5.107236013970264,5.721599464681867,26.283251902496367,contamination
2026-01-01 02:30:00,NODE_01,41.857097,-87.623471,6.532097273862361,4.599324041143387,5.828951450448128,26.166555008695184,contamination
2026-01-01 02:45:00,NODE_01,41.857097,-87.623471,6.64884918609138,4.827527398066652,4.267153566552918,24.663724326237332,contamination
2026-01-01 03:00:00,NODE_01,41.857097,-87.623471,6.755145901551625,5.162729749397485,4.131940984218971,22.20194127652177,contamination
2026-01-01 03:15:00,NODE_01,41.857097,-87.623471,5.890870358820865,4.370776559745803,5.808963461907471,24.23852458413965,contamination
2026-01-01 03:30:00,NODE_01,41.857097,-87.623471,4.7053564957747,3.437450134017187,5.025420183449004,24.599851956435455,contamination
2026-01-01 03:45:00,NODE_01,41.857097,-87.623471,7.035455515887571,3.2316796925242075,3.348068044044508,26.296284476970502,contamination
2026-01-01 04:00:00,NODE_01,41.857097,-87.623471,5.28029229639521,3.835305907991308,6.4483087755548825,24.408589410266462,none
2026-01-01 04:15:00,NODE_01,41.857097,-87.623471,5.47098182179818,3.84401987082408,4.693887152991789,22.566494196678818,contamination
2026-01-01 04:30:00,NODE_01,41.857097,-87.623471,9.504157787679786,4.343041372691288,5.790512896315274,25.861267538713584,contamination
2026-01-01 04:45:00,NODE_01,41.857097,-87.623471,7.036752103833548,5.136779753078214,6.544894265636466,24.038090558369795,none
2026-01-01 05:00:00,NODE_01,41.857097,-87.623471,6.392927840114371,3.2713388593703145,6.907187220911767,20.56152821766122,none
2026-01-01 05:15:00,NODE_01,41.857097,-87.623471,6.013160966461117,3.455622540984072,3.4173475466732626,24.866879403981144,contamination
2026-01-01 05:30:00,NODE_01,41.857097,-87.623471,6.601407394510328,3.973576405808536,3.7626941512460865,25.13055948329634,contamination
2026-01-01 05:45:00,NODE_01,41.857097,-87.623471,5.191834327140628,3.859800939300224,8.55938451573071,23.114995252817344,none
2026-01-01 06:00:00,NODE_01,41.857097,-87.623471,9.519659984470318,3.99455613628636,3.548421709970701,24.09133384118139,contamination
2026-01-01 06:15:00,NODE_01,41.857097,-87.623471,6.729191489422883,5.112254250604552,8.797806622510931,25.36597808107695,none
2026-01-01 06:30:00,NODE_01,41.857097,-87.623471,10.386132934434618,4.9213406247862,3.388801953586326,24.87707974391945,contamination
2026-01-01 06:45:00,NODE_01,41.857097,-87.623471,7.035455515887571,4.699120987045171,5.028324694243233,22.035417116943528,contamination
2026-01-01 07:00:00,NODE_01,41.857097,-87.623471,7.035455515887571,3.941073832069612,5.831946916089629,26.259727791862076,contamination
2026-01-01 07:15:00,NODE_01,41.857097,-87.623471,7.721078493617457,3.223951089800068,8.565496034914418,26.938898471424,none
2026-01-01 07:30:00,NODE_01,41.857097,-87.623471,3.9613890465892574,4.09296589972163,4.4262198235502215,23.614126713068263,contamination
2026-01-01 07:45:00,NODE_01,41.857097,-87.623471,5.585116998353004,4.148342955341853,4.903019219133613,21.514595182732144,contamination
2026-01-01 08:00:00,NODE_01,41.857097,-87.623471,9.112786250314787,4.567087633865015,5.998398744646892,25.536071752320453,contamination
2026-01-01 08:15:00,NODE_01,41.857097,-87.623471,8.07980835815327,3.6110574411161216,3.3144241949927165,23.369763883348885,contamination
2026-01-01 08:30:00,NODE_01,41.857097,-87.623471,7.082300649174803,3.485577388223123,6.919327009650729,25.1825757347439,none
2026-01-01 08:45:00,NODE_01,41.857097,-87.623471,5.324941855611651,4.427137925692965,8.886638730347833,27.682658241966582,none
2026-01-01 09:00:00,NODE_01,41.857097,-87.623471,8.790851188948057,3.4802717553207825,5.5974604956670655,22.05994117333275,contamination
2026-01-01 09:15:00,NODE_01,41.857097,-87.623471,7.496510679592297,3.3634032575749067,4.427903193034968,23.18447122239754,contamination
2026-01-01 09:30:00,NODE_01,41.857097,-87.623471,6.776879087805668,3.322065006530626,3.3329325737554445,5.448202426331162,leak
2026-01-01 09:45:00,NODE_01,41.857097,-87.623471,7.035455515887571,3.860806603165301,4.903272435859751,26.31692008415444,contamination
2026-01-01 10:00:00,NODE_01,41.857097,-87.623471,6.528479452805517,4.0632764275187885,5.312341854791639,29.71282823644594,contamination
2026-01-01 10:15:00,NODE_01,41.857097,-87.623471,6.869638941459091,4.72670245351097,7.238034745137448,24.75003032276547,none
2026-01-01 10:30:00,NODE_01,41.857097,-87.623471,8.40876623110244,2.372791476751066,5.576870056261889,21.931068431029246,contamination
2026-01-01 10:45:00,NODE_01,41.857097,-87.623471,7.341547112170922,4.025643695758845,3.5580690000169968,23.861120480739192,contamination
2026-01-01 11:00:00,NODE_01,41.857097,-87.623471,6.552847474374976,4.687986155246704,6.074009863621462,23.217107312759047,none
2026-01-01 11:15:00,NODE_01,41.857097,-87.623471,7.035455515887571,4.742163225987996,4.24739250206235,25.46178075864471,contamination
2026-01-01 11:30:00,NODE_01,41.857097,-87.623471,7.036752103833548,3.895572062268123,6.662097224356005,24.944729597064423,none
2026-01-01 11:45:00,NODE_01,41.857097,-87.623471,3.3445885334830234,2.57514103097745,4.113484844357226,22.81668249010913,contamination
2026-01-01 12:00:00,NODE_01,41.857097,-87.623471,3.762097646306431,4.986069330213056,5.609289530045132,23.129174405745328,contamination
2026-01-01 12:15:00,NODE_01,41.857097,-87.623471,7.774468468846811,3.8910973336994905,8.401608315380244,23.83931670825452,none
2026-01-01 12:30:00,NODE_01,41.857097,-87.623471,7.665187780430904,2.7071291616855064,4.943139513188765,24.0203650770219,contamination
2026-01-01 12:45:00,NODE_01,41.857097,-87.623471,6.767523658273503,3.3002534975545297,7.905794962077243,24.316119167861658,none
2026-01-01 13:00:00,NODE_01,41.857097,-87.623471,7.035455515887571,4.600927568902867,5.262069104785147,24.45271236490765,contamination
2026-01-01 13:15:00,NODE_01,41.857097,-87.623471,5.72930291193782,3.5563948119631066,6.620393028132432,26.231678348717832,none
2026-01-01 13:30:00,NODE_01,41.857097,-87.623471,5.277875568290585,3.6326070323383215,8.775193669341165,23.785086024083864,none
2026-01-01 13:45:00,NODE_01,41.857097,-87.623471,8.177174973797975,3.325638985632972,7.098339353786254,23.56405228174615,none
2026-01-01 14:00:00,NODE_01,41.857097,-87.623471,7.71408935995488,3.1825828574638706,6.310910179442387,22.371241510781203,none
2026-01-01 14:15:00,NODE_01,41.857097,-87.623471,7.036752103833548,4.514174613415019,8.107216097598606,24.043613693189737,none
2026-01-01 14:30:00,NODE_01,41.857097,-87.623471,8.743958544661181,4.118973080180648,6.898373171802763,24.7636969114056,none
2026-01-01 14:45:00,NODE_01,41.857097,-87.623471,6.862936025532809,3.8060932559249823,3.156595887134915,21.793257999726258,contamination
2026-01-01 15:00:00,NODE_01,41.857097,-87.623471,9.32030544529501,4.20580973235456,5.046581641879831,23.865759652024167,contamination
2026-01-01 15:15:00,NODE_01,41.857097,-87.623471,7.15642449459831,2.958414711590032,8.574416775079964,26.119843736996092,none
2026-01-01 15:30:00,NODE_01,41.857097,-87.623471,7.036752103833548,3.490172614179791,7.223813455103523,25.35186160616784,none
2026-01-01 15:45:00,NODE_01,41.857097,-87.623471,6.273805781551276,4.5104053244440205,3.2560240094529744,24.939552301257216,contamination
2026-01-01 16:00:00,NODE_01,41.857097,-87.623471,7.036752103833548,2.9997023209082743,7.950339670257641,25.311220990577784,none
2026-01-01 16:15:00,NODE_01,41.857097,-87.623471,9.074922874454952,3.8404790099388846,5.0005999816527655,23.51884613728159,contamination
2026-01-01 16:30:00,NODE_01,41.857097,-87.623471,8.567043820038332,2.8049268236561344,5.469928289462153,23.319022863257082,contamination
2026-01-01 16:45:00,NODE_01,41.857097,-87.623471,7.159398310953257,3.254926496664732,5.346046004798902,26.287265713223263,contamination
